39305,95887,5211
77164,28994,894
60900,79225,35865
83313,55862,45365
93289,62769,33883
78270,54992,59444
78875,24007,44581
6586,98225,43721
7609,14475,55643
52655,19354,1554
90896,48830,55935
79908,38414,98854
56763,69447,14243
20261,3353,28051
48847,25039,69183
73095,27262,96065
83789,46377,66387
28015,18283,30259
92510,84207,68258
68858,44507,25847
51411,84735,80122
24991,5280,32444
47479,24448,5575
9688,93891,63995
93516,32229,95595
49792,8956,75349
82466,2659,42943
84831,76883,60572
17885,26212,32434
72426,43039,45242
38540,73027,74988
75250,83395,25528
60282,63543,61072
16881,25850,35010
4519,87097,63686
47418,98765,14632
82891,70986,16303
1366,54258,91108
46829,42539,81531
54600,7812,3535
7137,68680,1136
88358,8124,599
69247,88524,96202
92311,35169,68307
91805,96856,32492
27952,60153,4739
30620,3652,43088
73324,88130,7501
86253,9120,62975
85991,90883,11260
26466,18263,33451
39237,61569,79497
37689,90031,38342
34696,18264,9226
45350,47447,78459
62677,45853,74744
57411,67900,45868
7048,66892,23560
87734,35737,27665
61109,48318,39804
36411,27,28578
6227,24921,9488
53477,26195,86182
77449,71240,84188
38630,98127,69702
99055,60171,99999
83349,97372,85844
39341,86407,75472
47680,96358,89076
2527,71367,872
30127,11915,92875
27824,89266,39931
38712,86498,96990
81776,27828,54759
63372,15940,11399
6071,66057,84756
11294,44057,62574
35475,49648,234
24252,10872,63749
63614,91455,75505
98426,38129,43879
31629,13292,31049
17440,64268,44872
55257,18709,72695
96667,64655,65603
16652,52245,63140
54593,16042,75859
62373,68010,91287
14761,50102,47525
48995,93258,52452
35039,36326,85135
53151,19858,18208
66066,14395,2972
69065,88336,55024
94201,5660,82690
16758,45854,30312
86733,56045,24153
60422,75296,63216
55152,16869,38967
40203,10071,52315
24979,79489,22106
62418,36395,28813
36002,25787,36541
5398,67134,19608
45567,29666,99903
10198,53619,78720
48266,94275,32975
44723,73473,86109
71654,10515,46265
96533,99156,95256
20173,16315,46171
55137,67991,2808
3277,59718,20458
24998,86919,72481
31496,67973,16417
96712,1737,48781
74575,64801,96462
87339,2057,43083
47263,89361,36045
45953,81799,84544
85626,35456,62954
69021,66867,67040
68578,93277,41488
2494,14008,27502
94737,79155,20947
8300,95363,14661
4261,1566,36906
61289,70259,4340
12951,58498,60371
97025,16001,79457
98406,60266,21369
23175,202,97114
63765,71722,25127
80262,89066,48532
10178,50750,60284
73012,51122,73821
71962,85888,29954
49604,27436,3498
33824,41959,18841
65525,44351,33838
19647,44807,75944
18365,17396,48109
12342,62941,32471
19433,88248,31068
53830,61194,20751
50327,80044,70438
47479,82735,53545
86533,36374,88149
76215,10963,7959
95856,68203,69083
44406,82301,90909
75945,41115,32836
75323,64386,3301
76595,43267,62186
71018,80419,60598
36152,87027,46004
82895,60201,73317
21221,20024,32799
30839,36544,19137
50665,7076,16737
85144,25721,53984
77746,44861,87239
29612,18252,73085
63340,8179,74011
94270,58535,51866
63687,25565,45329
42012,17325,65275
79074,21032,39506
97103,92135,77620
42475,76269,40353
79254,74928,93712
24498,82815,95878
24267,44573,4849
80452,22788,84351
86115,97837,17072
6138,63056,38463
21903,56589,68556
14741,63246,33703
22351,52367,5528
53539,47613,94853
44785,38786,14171
88087,94500,56183
73700,2726,3842
16250,73010,1209
55705,14057,73268
59932,40685,24530
92494,20475,37609
91863,64924,42834
46489,61374,49425
94363,39872,55202
13410,98087,45172
22051,11324,45962
44849,25662,88491
75769,63796,1104
65563,73886,19426
71046,47690,95322
74551,83083,69651
8615,4078,32306
77226,21601,16840
92787,80265,48396
65273,45058,4977
42226,7234,80530
32766,81532,34163
83798,3241,84369
38469,67001,76815
1894,88267,7920
45806,45132,89732
30945,91180,87272
1006,55022,65523
46291,77146,7658
60054,55561,86698
19915,80670,65432
56270,14003,18444
30490,99328,26538
37477,78725,5663
85532,9745,63388
57982,50202,93462
15320,29847,5357
49269,86040,48487
57114,68294,82371
95011,61493,60676
32850,78313,74952
12425,24856,59986
61739,94986,51353
25916,38678,93921
14719,91750,8822
70751,25157,31902
17034,9440,41006
18664,82908,58921
36354,22416,73832
64615,82081,20657
2180,53837,43929
71746,26827,47862
35313,46818,29867
63995,83312,62542
26389,18027,38909
89290,58554,65877
72755,9306,67463
34796,76540,91702
28031,92356,38544
24223,56569,15528
76978,72802,49103
33532,12892,20891
4541,85088,8174
1527,12502,12337
15927,71127,5248
96299,18029,68425
52808,90723,37783
92606,60196,77969
55899,73686,52560
23919,13265,86545
58996,69280,19651
51013,16113,1727
71789,30209,56287
71296,92980,91882
33408,92160,76319
42048,10919,83857
28792,74297,86478
5389,75937,81049
79159,44718,95910
77812,6109,6903
11429,2081,46678
28728,57702,40446
85490,69973,11074
18985,5870,9670
41900,64465,86223
64031,20749,69030
19968,63958,89442
7769,52832,45916
95865,7808,98612
39867,62263,12449
83497,47866,75410
82557,53917,16242
9807,26078,60255
15042,22029,69166
30024,51812,46565
92338,60566,9364
57715,22310,11197
97140,46213,37849
74647,55761,78801
6299,96259,38989
40357,37111,41316
30968,92364,46696
76414,51273,99009
7118,39225,38640
17737,14009,58457
39944,3341,30639
84410,19567,41648
15931,44298,65121
79307,94793,80987
952,58766,5923
69268,84830,19869
51994,80483,45526
32711,76202,36436
71893,59114,79883
99066,65336,68361
41506,31715,45108
82661,73919,50362
86802,61113,87896
80840,25948,71017
37009,56980,26364
75120,7694,92969
64429,15686,26000
46498,72376,35606
86689,27004,55646
4210,73749,54409
98698,23473,57220
10744,80544,68264
87968,61897,73680
52729,8385,35266
18864,31204,87105
86199,81893,5053
24062,50963,68619
61890,58242,84398
20147,67830,14430
98776,33533,40129
12323,27694,64221
72068,17313,20441
7514,65746,67963
52487,28248,54826
71958,4904,93581
98092,16710,97076
54744,77145,9758
44623,43540,95666
9774,88326,80075
12941,63893,95040
94286,36626,59162
51358,17484,86901
40056,64515,77119
87783,80188,43564
98201,84610,75208
61098,97658,6479
86959,5239,38368
73286,38785,89091
23913,59499,26416
25602,57654,72854
63260,85932,86084
13537,48315,73193
19335,11368,43913
83423,60937,37261
9313,47305,36979
723,518,67639
46040,85305,22039
31475,33436,47686
31640,79385,76978
27354,39004,31931
62329,20080,37076
81285,85346,48141
12914,98357,15867
97984,34251,11049
12225,26767,39580
88412,31758,79197
14614,36309,35051
84857,60361,669
51578,50383,82234
